"Key","Title","Description","CategoryGroupID"
"GM0944","Mook en Middelaar","Grenswijziging per 01-01-2016, overgegaan naar:
- Berg en Dal (GM1945),
... 0 hectare met 0 woningen en 5 inwoners
Begindatum 02-01-1839
",
"GM0563","Moordrecht","Opgeheven per 01-01-2010, overgegaan naar:
- Zuidplas (GM1892),
... 1223 hectare met 3104 woningen en 8275 inwoners

Begindatum voor 1830

",
"GM0424","Muiden","Opgeheven per 01-01-2016, overgegaan naar:
- Gooise Meren (GM1942),
... 1207 hectare met 2781 woningen en 6206 inwoners
- Weesp (GM0457),
... 235 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0565","Naaldwijk","Opgeheven per 01-01-2004, overgegaan naar:
- Westland (GM1783),
... 2460 hectare met 11162 woningen en 29094 inwoners

Begindatum voor 1830

",
"GM0425","Naarden","Opgeheven per 01-01-2016, overgegaan naar:
- Gooise Meren (GM1942),
... 2142 hectare met 7675 woningen en 17406 inwoners

Begindatum voor 1830
",
"GM1740","Neder-Betuwe","Grenswijziging per 01-01-2014, overgegaan naar:
- Tiel (GM0281),
... 70 hectare met 0 woningen en 20 inwoners

Naamswijziging per 01-04-2003,
oude naam: Kesteren (GM0258)
Begindatum 01-04-2003
",
"GM0643","Nederlek","Opgeheven per 01-01-2015, overgegaan naar:
- Krimpenerwaard (GM1931),
... 2777 hectare met 6388 woningen en 14143 inwoners

Begindatum 01-01-1985

",
"GM0946","Nederweert","Begindatum 02-01-1839

",
"GM0266","Neede","Opgeheven per 01-01-2005, overgegaan naar:
- Berkelland (GM1859),
... 4587 hectare met 4413 woningen en 10915 inwoners

Begindatum voor 1830
",
"GM0304","Neerijnen","Opgeheven per 01-01-2019, overgegaan naar:
- West Betuwe (GM1960),
... 6596 hectare met 4974 woningen en 12468 inwoners

Begindatum 01-01-1978
",
"GM0412","Niedorp","Opgeheven per 01-01-2012, overgegaan naar:
- Hollands Kroon (GM1911),
... 6159 hectare met 4861 woningen en 12272 inwoners

Begindatum 01-08-1970
",
"GM0356","Nieuwegein","Begindatum 01-07-1971

",
"GM0567","Nieuwerkerk aan den IJssel","Opgeheven per 01-01-2010, overgegaan naar:
- Zuidplas (GM1892),
... 1730 hectare met 8535 woningen en 21604 inwoners

Begindatum voor 1830

",
"GM0569","Nieuwkoop","Gemeentelijke herindeling per 01-01-2007, ontvangen van:
- Ter Aar (GM0480),
... 1937 hectare met 3344 woningen en 8964 inwoners
- Liemeer (GM1673),
... 3020 hectare met 2368 woningen en 6961 inwoners
- Nieuwkoop (GM0569),
... 2989 hectare met 4242 woningen en 11062 inwoners

Begindatum voor 1830

",
"GM0571","Nieuw-Lekkerland","Opgeheven per 01-01-2013, overgegaan naar:
- Molenwaard (GM1927),
... 1039 hectare met 3467 woningen en 9526 inwoners

Begindatum voor 1830
",
"GM0104","Nijefurd","Opgeheven per 01-01-2011, overgegaan naar:
- Súdwest-Fryslân (GM1900),
... 9655 hectare met 4918 woningen en 10971 inwoners

Begindatum 01-01-1984
",
"GM0267","Nijkerk","Grenswijziging per 01-01-2014, ontvangen van:
- Barneveld (GM0203),
... 19 hectare met 0 woningen en 19 inwoners
Grenswijziging per 01-01-2014, overgegaan naar:
- Barneveld (GM0203),
... 16 hectare met 0 woningen en 30 inwoners

Grenswijziging per 01-01-2013, ontvangen van:
- Putten (GM0273),
... 12 hectare met 1 woning en 0 inwoners
Grenswijziging per 01-01-2013, overgegaan naar:
- Putten (GM0273),
... 21 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",
"GM0268","Nijmegen","Grenswijziging per 01-01-2019, ontvangen van:
- Berg en Dal (GM1945),
... 9 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2019, overgegaan naar:
- Berg en Dal (GM1945),
... 5 hectare met 26 woningen en 25 inwoners

Begindatum voor 1830
",
"GM1930","Nissewaard","Grenswijziging per 01-01-2018, overgegaan naar:
- Hellevoetsluis (GM0530),
... 963 hectare met 533 woningen en 1209 inwoners

Ontstaan per 01-01-2015, ontvangen van:
- Bernisse (GM0568),
... 5736 hectare met 5524 woningen en 12381 inwoners
- Spijkenisse (GM0612),
... 2610 hectare met 33465 woningen en 72740 inwoners
Begindatum 01-01-2015
",
"GM1970","Noardeast-Fryslân","Ontstaan per 01-01-2019, ontvangen van:
- Dongeradeel (GM0058),
... 16812 hectare met 11024 woningen en 23845 inwoners
- Kollumerland en Nieuwkruisland (GM0079),
... 10953 hectare met 5530 woningen en 12761 inwoners
- Ferwerderadiel (GM1722),
... 10018 hectare met 3841 woningen en 8575 inwoners
Begindatum 01-01-2019
",
"GM1695","Noord-Beveland","Grenswijziging per 01-01-2017, ontvangen van:
- Veere (GM0717),
... 9 hectare met 0 woningen en 0 inwoners

Begindatum 01-01-1995
",
"GM1699","Noordenveld","Grenswijziging per 01-01-2009, overgegaan naar:
- Groningen (GM0014),
... 3 hectare met 0 woningen en 0 inwoners

Begindatum 01-01-1998

",
"GM0529","Noorder-Koggenland","Opgeheven per 01-01-2007, overgegaan naar:
- Medemblik (GM0420),
... 4974 hectare met 4195 woningen en 10596 inwoners

Begindatum 01-01-1979

",
"GM0171","Noordoostpolder","Grenswijziging per 01-01-2019, overgegaan naar:
- Urk (GM0184),
... 164 hectare met 4 woningen en 13 inwoners

Begindatum 01-07-1962
",
"GM0575","Noordwijk","Gemeentelijke herindeling per 01-01-2019, ontvangen van:
- Noordwijk (GM0575),
... 3578 hectare met 12544 woningen en 26174 inwoners
- Noordwijkerhout (GM0576),
... 2259 hectare met 7144 woningen en 16685 inwoners

Grenswijziging per 01-01-2002, overgegaan naar:
- Katwijk (GM0537),
... 33 hectare met 4 woningen en 53 inwoners

Begindatum voor 1830
",
"GM0576","Noordwijkerhout","Opgeheven per 01-01-2019, overgegaan naar:
- Noordwijk (GM0575),
... 2259 hectare met 7144 woningen en 16685 inwoners

Begindatum voor 1830
",
"GM0820","Nuenen, Gerwen en Nederwetten","Grenswijziging per 01-01-2012, overgegaan naar:
- Helmond (GM0794),
... 19 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0302","Nunspeet","Begindatum 01-01-1972

",
"GM0951","Nuth","Opgeheven per 01-01-2019, overgegaan naar:
- Beekdaelen (GM1954),
... 3310 hectare met 7018 woningen en 15187 inwoners

Begindatum 02-01-1839
",
"GM0429","Obdam","Opgeheven per 01-01-2007, overgegaan naar:
- Koggenland (GM1598),
... 2057 hectare met 2514 woningen en 6920 inwoners

Begindatum voor 1830

",
"GM0579","Oegstgeest","Grenswijziging per 01-01-2006, ontvangen van:
- Sassenheim (GM0604),
... 4 woningen en 9 inwoners

Begindatum voor 1830

",
"GM0823","Oirschot","Begindatum voor 1830

",
"GM0824","Oisterwijk","Gemeentelijke herindeling per 01-01-2021, ontvangen van:
- Haaren (GM0788),
... 1627 hectare met 2412 woningen en 5827 inwoners

Begindatum voor 1830
",
"GM1895","Oldambt","Ontstaan per 01-01-2010, uit:
- Reiderland (GM1661),
... 9795 hectare met 3199 woningen en 6963 inwoners
- Scheemda (GM0039),
... 10932 hectare met 6049 woningen en 14252 inwoners
- Winschoten (GM0052),
... 2058 hectare met 8730 woningen en 18271 inwoners
Begindatum 01-01-2010

",
"GM0269","Oldebroek","Begindatum voor 1830

",
"GM0173","Oldenzaal","Begindatum voor 1830

",
"GM0174","Olst","Naamswijziging per 26-03-2002,
nieuwe naam: Olst-Wijhe (GM1773)

Begindatum voor 1830

",
"GM1773","Olst-Wijhe","Naamswijziging per 26-03-2002,
oude naam: Olst (GM0174)
Begindatum 26-03-2002

",
"GM0175","Ommen","Begindatum 01-05-1923

",
"GM0881","Onderbanken","Opgeheven per 01-01-2019, overgegaan naar:
- Beekdaelen (GM1954),
... 2114 hectare met 3661 woningen en 7782 inwoners

Begindatum 01-01-1982
",
"GM1586","Oost Gelre","Grenswijziging per 01-01-2018, ontvangen van:
- Berkelland (GM1859),
... 32 hectare met 0 woningen en 0 inwoners

Naamswijziging per 19-05-2006,
oude naam: Groenlo (GM0240)

Begindatum 19-05-2006
",
"GM0692","Oostburg","Opgeheven per 01-01-2003, overgegaan naar:
- Sluis (GM1714),
... 19779 hectare met 10004 woningen en 18227 inwoners

Begindatum voor 1830

",
"GM0826","Oosterhout","Begindatum voor 1830

",
"GM0580","Oostflakkee","Opgeheven per 01-01-2013, overgegaan naar:
- Goeree-Overflakkee (GM1924),
... 7480 hectare met 4253 woningen en 10334 inwoners

Begindatum 01-01-1966
",
"GM0085","Ooststellingwerf","Begindatum voor 1830

",
"GM0431","Oostzaan","Begindatum voor 1830

",
"GM0432","Opmeer","Begindatum voor 1830

",
"GM0086","Opsterland","Begindatum voor 1830

",
"GM0828","Oss","Gemeentelijke herindeling per 01-01-2015, ontvangen van:
- Maasdonk (GM1671)
... 1106 hectare met 1845 woningen en 4629 inwoners

Gemeentelijke herindeling per 01-01-2011, ontvangen van:
- Lith (GM0808),
... 5057 hectare met 2480 woningen en 6685 inwoners
- Oss (GM0828),
... 10185 hectare met 32524 woningen en 77516 inwoners

Gemeentelijke herindeling per 01-01-2003, ontvangen van:
- Oss (GM0828),
... 6059 hectare met 27404 woningen en 67646 inwoners
- Ravenstein (GM0835),
... 4138 hectare met 3119 woningen en 8538 inwoners

Begindatum voor 1830

",
"GM0584","Oud-Beijerland","Opgeheven per 01-01-2019, overgegaan naar:
- Hoeksche Waard (GM1963),
... 1873 hectare met 10313 woningen en 24403 inwoners

Begindatum voor 1830
",
"GM1509","Oude IJsselstreek","Ontstaan per 01-01-2005, ontvangen van:
- Gendringen (GM0237),
... 6410 hectare met 8029 woningen en 20892 inwoners
- Wisch (GM0295),
... 7235 hectare met 7786 woningen en 19481 inwoners
Grenswijziging per 01-01-2005, ontvangen van:
- Doetinchem (GM0222),
... 0 hectare met 0 woningen en 4 inwoners
- Zelhem (GM0298),
... 2 hectare met 0 woningen en 0 inwoners
Begindatum 01-01-2005

",
"GM0437","Ouder-Amstel","Grenswijziging per 01-01-2006, ontvangen van:
- Amsterdam (GM0363),
... 7 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2006, overgegaan naar:
- Amsterdam (GM0363),
... 43 hectare met 9 inwoners

Begindatum voor 1830

",
"GM0644","Ouderkerk","Opgeheven per 01-01-2015, overgegaan naar:
- Krimpenerwaard (GM1931),
... 2707 hectare met 3343 woningen en 8241 inwoners

Begindatum 01-01-1985

",
"GM0589","Oudewater","Begindatum voor 1830
",
"GM1734","Overbetuwe","Begindatum 01-01-2001

",
"GM0590","Papendrecht","Begindatum voor 1830

",
"GM1894","Peel en Maas","Ontstaan per 01-01-2010, ontvangen van:
- Helden (GM0918),
... 6909 hectare met 7658 woningen en 19654 inwoners
- Kessel (GM0929),
... 2108 hectare met 1738 woningen en 4263 inwoners
- Maasbree (GM0934),
... 4940 hectare met 5100 woningen en 13094 inwoners
- Meijel (GM0941),
... 1984 hectare met 2308 woningen en 6047 inwoners
Begindatum 01-01-2010

",
"GM0765","Pekela","Begindatum 01-01-1990

",
"GM1926","Pijnacker-Nootdorp","Grenswijziging per 01-01-2013, ontvangen van:
- 's-Gravenhage (GM0518),
... 1 hectare met 0 woningen en 0 inwoners

Ontstaan per 01-01-2002, ontvangen van:
- Leidschendam (GM0548),
... 1 hectare met 0 woningen en 0 inwoners
- Nootdorp (GM0577),
... 728 hectare met 4746 woningen en 10829 inwoners
- Pijnacker (GM0594),
... 3039 hectare met 9147 woningen en 24294 inwoners
Begindatum 01-01-2002
",
"GM0439","Purmerend","Gemeentelijke herindeling per 01-01-2022, ontvangen van:
- Beemster (GM0370),
... 7058 hectare met 4329 woningen en 10703 inwoners 
- Purmerend (GM0439),
... 2303 hectare met 37710 woningen en 81537 inwoners

Begindatum voor 1830
",
"GM0273","Putten","Grenswijziging per 01-01-2013, ontvangen van:
- Nijkerk (GM0267),
... 21 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2013, overgegaan naar:
- Nijkerk (GM0267),
... 12 hectare met 1 woning en 0 inwoners

Begindatum voor 1830

",
"GM0177","Raalte","Begindatum voor 1830

",
"GM0835","Ravenstein","Opgeheven per 01-01-2003, overgegaan naar:
- Oss (GM0828),
... 4138 hectare met 3119 woningen en 8538 inwoners

Begindatum voor 1830

",
"GM0595","Reeuwijk","Opgeheven per 01-01-2011, overgegaan naar:
- Bodegraven-Reeuwijk (GM1901),
... 3813 hectare met 5329 woningen en 13296 inwoners

Begindatum voor 1830

",
"GM1661","Reiderland","Opgeheven per 01-01-2010, overgegaan naar:
- Oldambt (GM1895),
... 9795 hectare met 3199 woningen en 6963 inwoners

Begindatum 01-07-1991


",
"GM0703","Reimerswaal","Begindatum 01-01-1970

",
"GM0274","Renkum","Begindatum voor 1830
",
"GM0339","Renswoude","Begindatum voor 1830

",
"GM1667","Reusel-De Mierden","Begindatum 01-01-1997

",
"GM0275","Rheden","Begindatum voor 1830

",
"GM0340","Rhenen","Grenswijziging per 01-01-2006, ontvangen van:
- Amerongen (GM0306),
... 68 hectare met 124 woningen en 369 inwoners

Begindatum voor 1830

",
"GM0597","Ridderkerk","Begindatum voor 1830

",
"GM0602","Rijnsburg","Opgeheven per 01-01-2006, overgegaan naar:
- Katwijk (GM0537),
... 586 hectare met 5473 woningen en 14833 inwoners

Begindatum voor 1830

",
"GM0196","Rijnwaarden","Opgeheven per 01-01-2018, overgegaan naar:
- Zevenaar (GM0299),
... 3960 hectare met 4804 woningen en 10810 inwoners

Grenswijziging per 01-01-2005, ontvangen van:
- Zevenaar (GM0299),
... 312 hectare met 0 woningen en 4 inwoners

Begindatum 01-01-1985
",
"GM1672","Rijnwoude","Opgeheven per 01-01-2014, overgegaan naar:
- Alphen aan den Rijn (GM0484),
... 5667 hectare met 7730 woningen en 18484 inwoners

Begindatum 01-01-1993
",
"GM0178","Rijssen","Naamswijziging per 15-03-2003,
nieuwe naam: Rijssen-Holten (GM1742)

Begindatum voor 1830

",
"GM1742","Rijssen-Holten","Grenswijziging per 01-01-2010, ontvangen van:
- Deventer (GM0150),
... 6 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2009, ontvangen van:
- Wierden (GM0189),
... 12 hectare met 1 woning en 5 inwoners
Grenswijziging per 01-01-2009, overgegaan naar:
- Wierden (GM0189),
... 21 hectare met 4 woningen en 10 inwoners

Naamswijziging per 15-03-2003,
oude naam: Rijssen (GM0178)
Begindatum 15-03-2003
",
"GM0603","Rijswijk (ZH.)","Grenswijziging per 01-01-2009, ontvangen van:
- 's-Gravenhage (GM0518),
... 20 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2002, overgegaan naar:
- 's-Gravenhage (GM0518),
... 363 hectare met 2166 woningen en 5887 inwoners

Begindatum voor 1830

",
"GM1669","Roerdalen","Grenswijziging per 01-01-2015, ontvangen van:
- Roermond (GM0957),
... 8 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2015, overgegaan naar:
- Roermond (GM0957),
... 3 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2007, ontvangen van:
- Ambt Montfort (GM1679),
... 4410 hectare met 4430 woningen en 10909 inwoners
- Roerdalen (GM1669),
... 4400 hectare met 4422 woningen en 10411 inwoners

Begindatum 01-01-1993

",
"GM0957","Roermond","Grenswijziging per 01-01-2015, ontvangen van:
- Roerdalen (GM1669),
... 3 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2015, overgegaan naar:
- Roerdalen (GM1669),
... 8 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2007, ontvangen van:
- Roermond (GM0957),
... 3858 hectare met 21034 woningen en 45458 inwoners
- Swalmen (GM0975),
... 2234 hectare met 3720 woningen en 8790 inwoners

Begindatum 02-01-1839

",
"GM1670","Roggel en Neer","Opgeheven per 01-01-2007, overgegaan naar:
- Leudal (GM1640),
... 4179 hectare met 3350 woningen en 8463 inwoners

Begindatum 01-01-1993

",
"GM0736","De Ronde Venen","Gemeentelijke herindeling per 01-01-2011, ontvangen van:
- Abcoude (GM0305),
... 3039 hectare met 3645 woningen en 8791 inwoners
- De Ronde Venen (GM0736),
... 7038 hectare met 13252 woningen en 34213 inwoners

Begindatum 01-01-1989

",
"GM1674","Roosendaal","Begindatum 01-01-1997

",
"GM0599","Rotterdam","Grenswijziging per 01-01-2020, overgegaan naar:
- Lansingerland (GM1621),
... 2 hectare met 8 woningen en 11 inwoners

Grenswijziging per 01-01-2013, overgegaan naar:
- Zuidplas (GM1892),
... 33 hectare met 0 woningen en 0 inwoners

Grenswijziging per 18-03-2010, ontvangen van:
- Rozenburg (GM0600),
... 452 hectare met 5716 woningen en 12499 inwoners

Begindatum voor 1830
",
"GM0600","Rozenburg","Opgeheven per 18-03-2010, overgegaan naar:
- Rotterdam (GM0599),
... 452 hectare met 5716 woningen en 12499 inwoners

Begindatum voor 1830

",
"GM0277","Rozendaal","Begindatum voor 1830

",
"GM0840","Rucphen","Begindatum voor 1830
",
"GM0278","Ruurlo","Opgeheven per 01-01-2005, overgegaan naar:
- Berkelland (GM1859),
... 5455 hectare met 2873 woningen en 7838 inwoners
- Bronckhorst (GM1876),
... 16 hectare met 1 woning en 4 inwoners
- Groenlo (GM0240),
... 1014 hectare met 350 woningen en 885 inwoners
- Lochem (GM0262),
... 11 hectare met 2 woningen en 0 inwoners
Begindatum voor 1830

",
"GM0704","Sas van Gent","Opgeheven per 01-01-2003, overgegaan naar:
- Terneuzen (GM0715),
... 6046 hectare met 3923 woningen en 8620 inwoners

Begindatum voor 1830

",
"GM0604","Sassenheim","Opgeheven per 01-01-2006, overgegaan naar:
- Oegstgeest (GM0579),
... 4 woningen en 9 inwoners
- Teylingen (GM1525),
... 639 hectare met 6196 woningen en 14804 inwoners
Begindatum voor 1830

",
"GM0441","Schagen","Gemeentelijke herindeling per 01-01-2013, ontvangen van:
- Harenkarspel (GM0395),
... 5396 hectare met 6271 woningen en 16122 inwoners
- Schagen (GM0441),
... 1886 hectare met 8333 woningen en 18566 inwoners
- Zijpe (GM0476),
... 9509 hectare met 4834 woningen en 11519 inwoners

Begindatum voor 1830
",
"GM0039","Scheemda","Opgeheven per 01-01-2010, overgegaan naar:
- Oldambt (GM1895),
... 10932 hectare met 6049 woningen en 14252 inwoners

Begindatum voor 1830

",
"GM0458","Schermer","Opgeheven per 01-01-2015, overgegaan naar:
- Alkmaar (GM0361),
... 6129 hectare met 2197 woningen en 5452 inwoners

Begindatum 01-08-1970

",
"GM0279","Scherpenzeel","Begindatum voor 1830

",
"GM0606","Schiedam","Begindatum voor 1830

",
"GM0088","Schiermonnikoog","Grenswijziging per 01-01-2021, ontvangen van:
- Het Hogeland (GM1966),
... 25 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2006, ontvangen van:
- Eemsmond (GM1651),
... 61 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0844","Schijndel","Opgeheven per 01-01-2017, overgegaan naar:
- Meierijstad (GM1948),
... 4153 hectare met 9901 woningen en 23722 inwoners

Begindatum voor 1830
",
"GM0962","Schinnen","Opgeheven per 01-01-2019, overgegaan naar:
- Beekdaelen (GM1954),
... 2406 hectare met 5956 woningen en 12758 inwoners

Begindatum 02-01-1839
",
"GM0607","Schipluiden","Opgeheven per 01-01-2004, overgegaan naar:
- Delft (GM0503),
... 127 hectare met 102 woningen en 285 inwoners
- Midden-Delfland (GM1842),
... 2509 hectare met 3887 woningen en 10525 inwoners
- Westland (GM1783),
... 301 hectare met 135 woningen en 368 inwoners

Begindatum voor 1830

",
"GM0608","Schoonhoven","Opgeheven per 01-01-2015, overgegaan naar:
- Krimpenerwaard (GM1931),
... 628 hectare met 5302 woningen en 11898 inwoners

Begindatum voor 1830
",
"GM1676","Schouwen-Duiveland","Begindatum 01-01-1997

",
"GM0964","Sevenum","Opgeheven per 01-01-2010, overgegaan naar:
- Horst aan de Maas (GM1507),
... 4805 hectare met 3030 woningen en 7730 inwoners

Grenswijziging per 01-01-2002, overgegaan naar:
- Venlo (GM0983),
... 13 hectare met 0 woningen en 0 inwoners

Begindatum 02-01-1839
",
"GM0965","Simpelveld","Begindatum 02-01-1839

",
"GM1702","Sint Anthonis","Opgeheven per 01-01-2022, overgegaan naar:
- Land van Cuijk (GM1982),
... 9927 hectare met 4942 woningen en 11790 inwoners

Begindatum 04-07-1995
",
"GM0845","Sint-Michielsgestel","Grenswijziging per 01-01-2012, overgegaan naar:
- 's-Hertogenbosch (GM0796),
... 49 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0846","Sint-Oedenrode","Opgeheven per 01-01-2017, overgegaan naar:
- Meierijstad (GM1948),
... 6441 hectare met 7408 woningen en 17892 inwoners

Begindatum voor 1830
",
"GM1883","Sittard-Geleen","Grenswijziging per 01-01-2006, ontvangen van:
- Echt-Susteren (GM1711),
... 100 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2006, overgegaan naar:
- Echt-Susteren (GM1711),
... 178 hectare met 8 woningen en 15 inwoners

Grenswijziging per 01-01-2002, overgegaan naar:
- Stein (L.) (GM0971),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum 01-01-2001
",
"GM0051","Skarsterlân","Opgeheven per 01-01-2014, overgegaan naar:
- De Friese Meren (GM1921),
... 17549 hectare met 11785 woningen en 26921 inwoners
- Heerenveen (GM0074),
... 968 hectare met 229 woningen en 580 inwoners

Begindatum 01-03-1985

",
"GM0610","Sliedrecht","Begindatum voor 1830

",
"GM0040","Slochteren","Opgeheven per 01-01-2018, overgegaan naar:
- Midden-Groningen (GM1952),
... 13402 hectare met 6510 woningen en 14782 inwoners

Grenswijziging per 01-01-2017, overgegaan naar:
- Groningen (GM0014),
... 1649 hectare met 341 woningen en 1033 inwoners

Begindatum voor 1830
",
"GM1714","Sluis","Ontstaan per 01-01-2003, ontvangen van:
- Oostburg (GM0692),
... 19779 hectare met 10004 woningen en 18227 inwoners
- Sluis-Aardenburg (GM1698),
... 8248 hectare met 3454 woningen en 6601 inwoners
Begindatum 01-01-2003

",
"GM1698","Sluis-Aardenburg","Opgeheven per 01-01-2003, overgegaan naar:
- Sluis (GM1714),
... 8248 hectare met 3454 woningen en 6601 inwoners

Begindatum 01-01-1995

",
"GM0090","Smallingerland","Begindatum voor 1830

",
"GM0091","Sneek","Opgeheven per 01-01-2011, overgegaan naar:
- Súdwest-Fryslân (GM1900),
... 3005 hectare met 14900 woningen en 33573 inwoners

Begindatum voor 1830

",
"GM0342","Soest","Begindatum voor 1830

",
"GM0847","Someren","Begindatum voor 1830

",
"GM0848","Son en Breugel","Grenswijziging per 01-01-2012, ontvangen van:
- Eindhoven (GM0772),
... 3 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2012, overgegaan naar:
- Eindhoven (GM0772),
... 3 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2005, overgegaan naar:
- Best (GM0753),
... 10 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0612","Spijkenisse","Opgeheven per 01-01-2015, overgegaan naar:
- Nissewaard (GM1930),
... 2610 hectare met 33465 woningen en 72740 inwoners

Begindatum voor 1830

",
"GM0037","Stadskanaal","Begindatum 01-01-1969

",
"GM0180","Staphorst","Begindatum voor 1830

",
"GM0532","Stede Broec","Begindatum 01-01-1979

",
"GM0851","Steenbergen","Begindatum 25-06-1962

",
"GM0280","Steenderen","Opgeheven per 01-01-2005, overgegaan naar:
- Bronckhorst (GM1876),
... 4873 hectare met 1857 woningen en 5113 inwoners
Begindatum voor 1830

",
"GM0181","Steenwijk","Naamswijziging per 01-01-2003,
nieuwe naam: Steenwijkerland (GM1708)

Begindatum voor 1830

",
"GM1708","Steenwijkerland","Naamswijziging per 01-01-2003,
oude naam: Steenwijk (GM0181)
Begindatum 01-01-2003

",
"GM0971","Stein (L.)","Grenswijziging per 01-01-2002, ontvangen van:
- Sittard-Geleen (GM1883),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum 02-01-1839
",
"GM1904","Stichtse Vecht","Grenswijziging per 01-01-2012, ontvangen van:
- Wijdemeren (GM1696),
... 0 hectare met 0 woningen en 4 inwoners

Ontstaan per 01-01-2011, uit:
- Breukelen (GM0311),
... 4441 hectare met 5908 woningen en 14736 inwoners
- Loenen (GM0329),
... 2497 hectare met 3522 woningen en 8562 inwoners
- Maarssen (GM0333),
... 2724 hectare met 16212 woningen en 39752 inwoners
Begindatum 01-01-2011
",
"GM0617","Strijen","Opgeheven per 01-01-2019, overgegaan naar:
- Hoeksche Waard (GM1963),
... 5039 hectare met 3957 woningen en 8776 inwoners

Begindatum voor 1830
",
"GM1900","Súdwest-Fryslân","Grenswijziging per 14-09-2018, ontvangen van:
- Waadhoeke (GM1949),
... 75 hectare met 3 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2018, ontvangen van:
- Littenseradiel (GM0140),
... 6738 hectare met 2325 woningen en 5411 inwoners
- Súdwest-Fryslân (GM1900),
... 45536 hectare met 39274 woningen en 84183 inwoners

Grenswijziging per 01-01-2014, ontvangen van:
- Boarnsterhim (GM0055),
... 2467 hectare met 704 woningen en 1653 inwoners

Ontstaan per 01-01-2011, uit:
- Bolsward (GM0064),
... 905 hectare met 4388 woningen en 9974 inwoners
- Nijefurd (GM0104),
... 9655 hectare met 4918 woningen en 10971 inwoners
- Sneek (GM0091),
... 3005 hectare met 14900 woningen en 33573 inwoners
- Wûnseradiel (GM0710),
... 15847 hectare met 5032 woningen en 11849 inwoners
- Wymbritseradiel (GM0683),
... 13800 hectare met 6588 woningen en 16078 inwoners
Begindatum 01-01-2011
",
"GM0974","Susteren","Opgeheven per 01-01-2003, overgegaan naar:
- Echt-Susteren (GM1711),
... 2791 hectare met 5237 woningen en 12960 inwoners

Begindatum 02-01-1839

",
"GM0975","Swalmen","Opgeheven per 01-01-2007, overgegaan naar:
- Roermond (GM0957),
... 2234 hectare met 3720 woningen en 8790 inwoners

Begindatum 02-01-1839

",
"GM0715","Terneuzen","Gemeentelijke herindeling per 01-01-2003, ontvangen van:
- Axel (GM0650),
... 7143 hectare met 5389 woningen en 12266 inwoners
- Sas van Gent (GM0704),
... 6046 hectare met 3923 woningen en 8620 inwoners
- Terneuzen (GM0715),
... 11954 hectare met 15565 woningen en 34634 inwoners

Begindatum voor 1830

",
"GM0093","Terschelling","Begindatum voor 1830
",
"GM0448","Texel","Begindatum voor 1830

",
"GM1525","Teylingen","Grenswijziging per 01-01-2012, ontvangen van:
- Kaag en Braassem (GM1884),
... 8 hectare met 3 woningen en 17 inwoners

Ontstaan per 01-01-2006, ontvangen van:
- Sassenheim (GM0604),
... 639 hectare met 6196 woningen en 14804 inwoners
- Voorhout (GM0625),
... 1226 hectare met 5460 woningen en 14923 inwoners
- Warmond (GM0628),
... 1000 hectare met 1953 woningen en 4956 inwoners
Begindatum 01-01-2006
",
"GM0716","Tholen","Begindatum voor 1830

",
"GM0977","Thorn","Opgeheven per 01-01-2007, overgegaan naar:
- Maasgouw (GM1641),
... 578 hectare met 1081 woningen en 2584 inwoners

Begindatum 02-01-1839

",
"GM0281","Tiel","Grenswijziging per 01-01-2014, ontvangen van:
- Neder-Betuwe (GM1740),
... 70 hectare met 0 woningen en 20 inwoners

Grenswijziging per 01-01-2002, ontvangen van:
- Echteld (GM0227),
... 212 hectare met 25 woningen en 61 inwoners

Begindatum voor 1830

",
